Id,Defects
55922,0
1263,0
51081,0
27951,0
19114,0
94246,0
13029,0
30497,0
91713,0
86003,0
32689,1
96297,0
25804,0
62794,0
13925,0
70272,0
43303,0
39659,0
97937,0
64559,0
100366,0
81138,1
97387,0
8762,0
74401,1
91606,0
63473,0
55858,0
54213,1
34650,0
83347,1
78738,0
8483,0
46561,0
2081,0
52762,0
81494,1
74344,1
24617,0
91569,0
23083,0
29516,0
19495,0
18471,0
53976,0
94648,0
69066,0
23011,0
74161,1
9946,0
68477,0
31696,0
34241,0
24828,0
92471,0
38290,0
56636,0
53254,0
83430,0
70306,0
25203,1
92776,0
57684,0
39795,0
41067,1
26705,0
64494,1
66313,0
2466,0
89125,0
2602,0
84553,0
96497,0
47336,0
151,0
42350,0
79494,0
18842,0
39242,0
23128,0
65536,0
47683,0
70018,0
91426,0
50485,1
8645,0
95026,0
80797,0
13842,0
56038,0
85475,0
12463,0
10978,0
52173,0
96017,0
81387,0
33186,0
75933,0
4217,0
63337,0
16215,1
22386,0
20981,0
86439,1
101475,0
101152,0
50848,0
91923,0
13548,0
85483,0
38173,0
85710,0
67516,1
92459,1
33470,0
99419,0
23430,1
31710,0
244,0
51135,0
59485,0
17177,0
85174,0
65407,0
34836,0
8367,0
48642,0
1861,0
34071,0
19487,0
70181,0
73302,0
53874,0
81908,0
96919,0
318,0
27322,0
98311,1
61951,0
25136,0
90341,0
69612,0
36051,1
514,0
96809,0
97652,0
15332,0
15053,1
44117,0
33249,1
53343,0
65158,0
90299,0
20204,0
88814,0
14326,0
38453,0
76226,0
101296,0
63012,0
59466,0
52897,0
4526,0
3597,0
99831,0
97391,0
53776,0
43666,0
77673,0
88185,0
87704,0
2819,0
30455,0
56337,0
28035,0
40309,0
41400,0
81450,0
86560,0
22005,0
93527,0
94811,0
60562,1
35859,0
83516,0
47640,0
92157,0
23273,1
82949,0
46853,1
64395,0
66292,0
54661,0
9367,0
76266,0
92274,0
52523,0
87169,0
17639,0
39664,0
88305,0
59693,0
92799,0
13888,0
21658,0
80002,1
99571,0
23745,0
42902,0
73089,0
90876,0
35594,0
72386,0
46594,0
48408,0
71299,0
32680,0
72654,0
80566,0
37004,1
59088,0
84867,0
53887,0
30385,0
56658,0
15653,0
38915,1
37460,0
55575,1
919,0
73043,0
68605,0
50249,1
86060,0
66971,0
101434,0
65755,0
93885,1
53099,0
47253,0
30135,0
5307,0
36612,0
50634,0
66881,0
6812,0
65526,0
1382,0
93187,0
3760,0
51363,0
83756,0
29850,0
81900,0
29074,1
53097,1
11876,0
6786,0
76668,0
61203,0
99577,0
73389,0
3900,0
80856,0
42778,0
53041,0
29726,0
26387,0
4834,0
68207,0
29143,0
85035,0
64717,0
23420,0
17479,1
90921,0
18999,0
33531,0
58009,0
71424,0
100234,0
85570,0
23203,0
78606,0
8196,0
18441,0
55458,0
47084,0
23171,1
78987,0
66064,0
63789,0
19953,1
27385,0
42960,1
85357,0
90105,0
72200,0
86843,0
30551,1
32634,0
42231,0
38725,0
46768,0
11291,0
95335,0
60301,0
12988,0
27297,0
75824,0
33630,1
66471,0
38849,0
18583,0
39122,1
26234,0
8542,0
63923,0
7375,1
42068,0
82602,0
42523,0
35911,0
86548,0
60737,0
80844,0
77440,1
22457,1
6430,0
33079,0
101240,0
35668,0
19254,0
100677,0
92071,0
47712,0
23279,0
98115,0
87902,0
17712,1
8334,0
71053,0
72111,0
68151,1
32090,0
31794,0
55586,0
51490,1
23812,0
15692,0
43075,0
82404,0
72463,0
30391,0
100181,0
13236,0
77057,0
4521,0
12912,0
34684,0
40661,1
30267,0
16562,0
81624,0
62951,1
49354,0
14660,0
47153,0
37920,0
95656,1
24415,1
3298,1
7406,1
93519,0
38724,0
7250,0
44554,0
75593,0
28752,0
61960,0
6441,0
77140,0
68730,0
46764,0
43272,0
27782,0
14634,0
68645,0
39727,0
86264,0
11542,1
19527,1
2092,0
9667,0
79638,0
9935,0
95622,0
42879,0
55414,1
317,0
66869,0
19509,0
14985,0
94951,0
6,0
63676,0
96352,0
48374,0
43960,0
11489,0
57192,0
14740,0
51104,0
31801,0
63234,0
73032,0
92308,0
57394,0
75537,0
58157,0
29796,0
3934,0
70590,0
13774,0
66073,0
92823,0
17830,1
63257,1
74730,0
77135,0
101413,0
74568,0
61621,0
66581,0
82449,0
6063,0
26558,0
20422,0
54958,0
23770,0
98029,0
62740,0
52550,0
21958,0
47844,0
44725,1
29229,1
95595,0
82028,0
59648,1
78325,0
6607,0
49961,0
29484,1
23123,1
79649,0
22198,0
75961,0
22061,0
6937,0
3858,0
52572,1
60638,0
20005,0
53123,0
4215,0
83443,0
71908,0
53906,0
25188,0
56544,0
62941,0
68397,0
79467,1
68769,0
81739,0
89983,0
70068,0
85191,0
92015,0
92075,0
78100,0
35508,0
55271,0
38949,0
24290,0
96100,0
27994,0
93880,0
28552,1
82022,0
32775,0
9044,0
9308,1
81417,0
9987,0
70356,0
92794,0
35227,0
37456,1
7876,1
8462,0
93491,0
54565,0
50438,0
21042,0
1648,0
71381,1
82540,0
32324,0
7920,0
63143,0
44637,0
92062,0
66285,0
59965,0
60537,0
67388,0
86970,0
24359,0
79703,0
92234,0
25992,0
26146,0
101630,0
35446,0
92326,0
59870,0
14464,0
24120,0
20263,0
44547,0
95961,0
61350,1
55548,0
84189,1
49455,0
79153,0
83326,0
35264,1
10472,0
101450,0
71498,0
10530,0
18237,0
12901,1
43757,0
103,0
56555,0
37760,0
38729,0
29073,0
44171,0
23761,0
40036,0
31644,0
62120,0
25935,0
80921,0
96150,1
97573,0
24413,0
71164,0
98498,0
78291,0
6281,0
21262,0
30343,0
81877,0
25254,0
38326,0
22444,0
61285,0
93897,0
32827,1
73776,0
14105,0
8660,0
6923,0
54697,0
36279,0
544,0
41396,0
69285,0
30468,0
11087,0
91734,0
3383,0
40790,0
99857,0
79478,0
62402,0
62640,0
45170,0
14133,0
44555,0
77293,0
57372,0
82025,0
58375,0
6665,0
3266,0
69693,0
12732,0
41635,0
48926,0
87543,0
84570,0
39551,0
89051,0
48302,0
49754,0
386,0
10340,0
35685,0
64587,0
24435,0
3822,0
2433,0
68962,0
15032,0
54666,0
79731,0
52944,0
32762,0
57944,1
37367,0
51456,0
54046,0
23626,0
78068,0
70635,0
14391,0
62871,0
75818,0
94719,0
77158,0
25937,0
66004,0
101533,0
40891,0
59415,0
26274,0
34269,0
22752,1
31452,0
3433,0
46272,0
91722,0
88549,0
58051,0
74833,0
85593,0
98956,0
72126,0
77083,0
3889,1
19363,0
47864,0
27327,1
97896,0
71261,0
2494,0
6770,0
83163,0
37208,0
12029,0
66232,0
21835,0
58161,1
66487,0
73979,0
1171,0
94277,0
65532,0
29798,0
92587,0
72967,0
39404,0
92736,0
55308,0
83475,0
53656,0
22433,0
29989,0
75908,0
84604,0
39277,0
92659,1
61443,0
72006,0
26624,0
95458,0
75790,1
72590,0
44812,1
76794,0
55077,1
66149,0
48763,0
96939,0
17645,0
28376,0
74256,0
64295,0
26901,0
64368,1
41596,0
14415,0
71967,0
31787,0
36958,0
19831,1
26356,0
67759,0
7008,0
92346,0
50913,0
54947,0
74683,0
29974,0
100864,0
36382,0
36673,1
54234,0
26642,0
48457,1
38777,0
20108,0
37341,0
13707,0
56018,0
32623,0
5856,1
41161,0
25958,0
1367,0
13071,0
59639,1
39195,0
96665,0
61952,0
76086,0
93750,0
29939,0
60339,0
70185,0
20192,0
71350,0
54797,0
98733,0
74877,0
38423,0
14703,0
14182,0
54699,0
27226,0
95652,0
59317,0
73514,0
47565,0
75118,0
31206,0
41497,0
13940,0
72846,0
26216,0
75248,0
73347,0
15672,0
42413,0
73684,0
34259,0
84697,0
94429,0
24563,0
10411,0
65106,0
63036,0
94760,0
98397,0
1402,0
80777,0
26755,1
65173,0
45457,0
63984,0
9191,0
67425,1
56482,1
33995,0
14746,1
82203,0
55379,0
48991,0
48048,0
38408,0
15803,1
55326,0
42441,0
99644,0
19271,0
2731,0
62611,0
70780,0
5751,0
81843,1
74975,0
4675,0
89961,0
1536,1
2251,0
81934,0
15552,0
13647,0
42187,0
66951,0
62494,0
85243,0
97687,0
92588,0
32301,0
46139,0
550,1
26487,0
6942,0
73756,0
44846,0
6317,0
46610,0
19816,0
22637,0
23849,1
21796,0
64177,0
72830,0
75335,0
68678,0
41670,0
63294,0
58462,0
52859,0
51504,0
10287,0
65048,1
57878,0
46728,0
98355,0
23568,0
67029,0
64466,1
12708,0
99159,1
99000,0
45369,0
45323,0
45155,0
69054,0
17006,0
82910,0
14768,0
65842,0
31130,0
99292,1
24895,0
94233,0
77905,0
14603,1
15596,0
83632,0
64185,0
69964,1
34567,1
68494,0
43862,1
18701,0
67220,0
8550,0
64972,0
95676,0
89016,1
27902,0
17504,0
85333,1
99854,0
51228,0
79021,1
62025,1
58764,0
49829,1
19488,0
46652,0
48660,0
24721,0
7498,1
71144,0
42798,0
85991,1
82829,0
68323,0
29367,0
63459,1
66935,0
32575,0
24187,0
28699,0
30379,1
62089,0
24636,0
8893,0
3241,0
12821,0
70983,0
96728,0
2562,0
43156,0
93273,0
93525,0
66660,0
97841,0
63222,0
95016,0
28392,0
5448,0
89352,1
99704,0
99996,0
16103,0
38352,0
13436,1
4856,1
63649,0
40315,0
57590,0
83183,0
36198,0
12434,0
52815,0
37684,0
51567,0
26840,0
94337,0
8933,0
2799,1
62012,1
48927,0
58843,0
86665,0
50054,0
30607,0
31861,0
70860,0
78178,0
21938,1
72991,0
33175,0
23243,0
12461,0
8586,1
65622,0
38716,0
101723,0
38422,0
27109,0
17246,1
41734,0
35538,0
100834,0
87686,0
18878,1
63179,0
64318,0
16370,0
85488,0
59671,0
1677,0
72061,0
36140,0
14039,0
67477,0
29136,1
26750,0
75969,0
93872,0
24584,0
90803,0
83551,0
20150,0
54386,0
90858,0
24799,0
57765,0
23146,0
48311,0
48152,0
1985,0
41822,0
96473,1
14367,0
76802,0
49385,0
18780,0
28962,0
84276,0
69422,0
32411,0
46238,0
47764,0
93934,0
41343,0
46018,0
35067,0
50734,0
81173,0
93157,1
43988,0
45613,0
59603,0
10591,0
10468,1
20252,0
9952,1
86387,0
40381,0
43533,0
71979,0
98521,0
18066,0
81803,0
21563,0
43611,0
101097,0
30807,0
32545,0
70758,0
64771,0
8099,0
17106,0
1399,0
42582,0
15569,0
40239,0
73879,0
3963,0
56740,0
45060,0
22060,0
46086,0
37283,1
24948,1
60407,0
100940,0
74696,0
89268,0
31003,0
35019,0
46114,0
12451,0
18917,1
779,0
8225,0
6515,0
24628,0
18981,1
38908,0
100036,0
33017,0
74698,0
70883,1
53553,0
93206,0
26526,0
90993,1
71459,0
72702,0
35084,0
29990,0
3965,0
87487,0
12322,0
81325,0
84913,0
48308,0
68676,1
8562,0
10130,0
83844,1
31022,0
41070,0
38745,0
34208,1
84962,0
44494,0
58057,0
65191,0
19414,0
17752,0
8796,0
92451,0
15774,0
15941,0
94975,0
38689,0
53206,0
100540,0
81520,0
73197,0
49130,0
11296,0
43138,1
66710,0
56434,0
3235,0
73999,1
22513,0
12719,0
84739,0
59641,0
73688,0
8886,0
62518,0
85222,0
84586,0
67683,0
33463,0
35358,0
39557,0
33485,0
38757,0
30360,0
22126,0
38997,0
94589,0
56376,0
4783,0
35651,0
59874,1
101487,0
70684,1
99855,0
13392,0
96627,0
93020,0
21168,0
48304,0
77067,0
28463,1
19594,0
29853,0
66094,0
28537,0
10403,1
78335,0
38879,0
101758,0
4020,0
52614,0
46189,0
23536,0
44896,0
60454,0
2472,0
75657,0
1002,0
29300,0
97415,0
14190,0
36267,0
30215,0
76085,0
10185,0
51889,0
97308,1
47343,0
97251,0
12320,1
62888,1
7893,0
21077,0
72970,0
79198,0
100218,0
24700,0
101096,0
9510,1
17796,0
10491,0
39715,0
57910,0
35557,0
67358,0
89262,0
96582,0
66570,1
92991,0
51780,1
94634,0
771,0
48865,0
74554,0
27145,0
52861,0
60578,0
45663,0
89203,0
3132,0
65545,0
32238,0
49935,0
87385,0
89639,0
59036,0
23382,0
49905,0
59837,0
30209,0
61866,0
5543,0
59793,0
29704,1
32796,0
18115,1
44324,0
15028,1
58828,0
65393,0
55859,1
24592,0
50007,0
44166,0
31845,0
27479,0
37055,0
94944,0
99160,0
56751,0
93994,0
31918,1
19702,0
60763,0
71735,0
69831,0
77411,0
42047,0
97128,0
73603,0
58284,0
21739,0
21855,1
100762,0
67913,0
37108,0
43656,1
41681,0
81449,0
95639,0
30490,0
79307,0
38507,1
14087,0
2577,0
32933,0
80855,0
26143,0
32668,0
89080,0
724,0
439,0
60304,1
80051,1
69948,0
75703,0
11655,0
15446,0
99517,0
77795,0
36616,0
78104,1
84148,0
38574,0
95228,0
56813,0
95763,1
46322,0
77556,0
7077,0
53917,0
101635,0
